Month,Hour,Day Type,Equipment Electric Power,Solar generation,Electricity Pricing,kg_CO2
9,21,1,3.714816667,0,0.22,0.224659115
9,22,1,3.410266667,0,0.22,0.214119676
9,23,1,1.422533333,0,0.22,0.203889216
9,24,1,2.937575,0,0.22,0.18919007
9,1,2,0.775933333,0,0.22,0.180352224
9,2,2,0.758216667,0,0.22,0.178052149
9,3,2,0.932533333,0,0.22,0.179799007
9,4,2,0.735883333,0,0.22,0.182248498
9,5,2,0.82395,0,0.22,0.184294396
9,6,2,1.079283333,0,0.22,0.192832731
9,7,2,0.549616667,0.155458333,0.22,0.201837048
9,8,2,0.521833333,0.847458334,0.22,0.207701823
9,9,2,0.5504,1.127916667,0.22,0.215351357
9,10,2,0.4723,2.117104167,0.22,0.223050973
9,11,2,0.632883333,0.968708334,0.22,0.228385593
9,12,2,0.6248,1.078354167,0.22,0.229195727
9,13,2,0.981166667,0.740416667,0.22,0.229525885
9,14,2,0.61265,0.645645834,0.22,0.230745537
9,15,2,0.720983333,0.389395833,0.22,0.228238419
9,16,2,2.948733333,0.4590625,0.54,0.227826424
9,17,2,3.96705,0.867125,0.54,0.226753171
9,18,2,1.0833,0.105708333,0.54,0.226924473
9,19,2,1.543916667,0,0.54,0.223606224
9,20,2,1.216816667,0,0.54,0.225404577
9,21,2,1.189908333,0,0.22,0.216217401
9,22,2,0.65945,0,0.22,0.204978665
9,23,2,0.683033333,0,0.22,0.19508426
9,24,2,2.112083333,0,0.22,0.190172959
9,1,3,2.203633333,0,0.22,0.181995415
9,2,3,3.240533333,0,0.22,0.176366171
9,3,3,0.883133333,0,0.22,0.174203193
9,4,3,1.362033333,0,0.22,0.176281745
9,5,3,0.785616667,0,0.22,0.180956547
9,6,3,0.823383333,0,0.22,0.192917586
9,7,3,0.4169,0.208041667,0.22,0.197190374
9,8,3,0.42655,0.920395834,0.22,0.209136684
9,9,3,0.444283333,1.866854167,0.22,0.216648748
9,10,3,0.629366667,1.933979167,0.22,0.228347125
9,11,3,0.702966667,3.52325,0.22,0.233547749
9,12,3,0.3928,3.481708334,0.22,0.234205186
9,13,3,0.469183333,2.8611875,0.22,0.236414205
9,14,3,0.415483333,2.706083334,0.22,0.230911536
9,15,3,0.426283333,2.026604167,0.22,0.221329488
9,16,3,0.4742,1.404020834,0.54,0.216521092
9,17,3,0.404166667,0.572791667,0.54,0.221856944
9,18,3,1.866116667,0.044333333,0.54,0.227979841
9,19,3,2.856233333,0,0.54,0.227588748
9,20,3,2.706916667,0,0.54,0.225337745
9,21,3,2.0026,0,0.22,0.214988627
9,22,3,1.093633333,0,0.22,0.195101688
9,23,3,0.6356,0,0.22,0.176764559
9,24,3,0.6236,0,0.22,0.173774434
9,1,4,1.910583333,0,0.22,0.159062082
9,2,4,3.16355,0,0.22,0.157960313
9,3,4,1.934183333,0,0.22,0.15422254
9,4,4,1.775483333,0,0.22,0.154432752
9,5,4,1.286983333,0,0.22,0.160934782
9,6,4,0.555933333,0,0.22,0.165338534
9,7,4,0.611916667,0.112729167,0.22,0.173910146
9,8,4,0.5339,0.461229167,0.22,0.183581312
9,9,4,0.4405,1.438770834,0.22,0.197846011
9,10,4,0.412433333,2.6574375,0.22,0.196882917
9,11,4,0.417416667,3.442208334,0.22,0.20205324
9,12,4,0.42325,3.335083334,0.22,0.205528601
9,13,4,0.448783333,3.322895834,0.22,0.210320898
9,14,4,0.870533333,3.093645834,0.22,0.213638371
9,15,4,0.491683333,2.464208334,0.22,0.217623539
9,16,4,1.972333333,0.380541667,0.54,0.217019741
9,17,4,1.051533333,0.268145833,0.54,0.217153239
9,18,4,1.304533333,0.04225,0.54,0.215538729
9,19,4,2.0777,0,0.54,0.215762148
9,20,4,2.906733333,0,0.54,0.208923301
9,21,4,1.794283333,0,0.22,0.196288159
9,22,4,0.4605,0,0.22,0.190247999
9,23,4,0.422366667,0,0.22,0.176503267
9,24,4,0.463083333,0,0.22,0.169034254
9,1,5,0.4203,0,0.22,0.161681517
9,2,5,0.480308333,0,0.22,0.157078323
9,3,5,0.4324,0,0.22,0.156674121
9,4,5,0.551616667,0,0.22,0.151911266
9,5,5,0.715533333,0,0.22,0.15304688
9,6,5,0.7118,0.002625,0.22,0.157555544
9,7,5,0.4457,0.431104167,0.22,0.157282458
9,8,5,0.432416667,1.238854167,0.22,0.159579349
9,9,5,0.45035,2.287958334,0.22,0.170771685
9,10,5,0.421466667,3.1666875,0.22,0.175789297
9,11,5,0.464616667,3.661479167,0.22,0.183134766
9,12,5,0.439483333,3.917791667,0.22,0.188636936
9,13,5,0.46145,3.778895834,0.22,0.195101301
9,14,5,0.4259,3.35025,0.22,0.201234856
9,15,5,0.420166667,2.299104167,0.22,0.20400602
9,16,5,0.450466667,1.770479167,0.54,0.201691064
9,17,5,1.32,0.748208334,0.54,0.202860537
9,18,5,1.789533333,0.059083333,0.54,0.204448205
9,19,5,3.888,0,0.54,0.204030798
9,20,5,1.189883333,0,0.54,0.203112111
9,21,5,1.1595,0,0.22,0.195292549
9,22,5,0.909033333,0,0.22,0.182267947
9,23,5,3.037883333,0,0.22,0.174482396
9,24,5,0.6851625,0,0.22,0.168771024
9,1,6,0.618816667,0,0.22,0.163113665
9,2,6,0.693016667,0,0.22,0.152550916
9,3,6,0.952616667,0,0.22,0.150143866
9,4,6,2.7522,0,0.22,0.151397349
9,5,6,1.517466667,0,0.22,0.150219889
9,6,6,1.02505,0.001104167,0.22,0.152550902
9,7,6,0.481216667,0.418708333,0.22,0.149130662
9,8,6,0.382366667,1.362229167,0.22,0.155599594
9,9,6,0.456283333,2.335979167,0.22,0.16826836
9,10,6,0.396816667,3.121875,0.22,0.18435893
9,11,6,0.5634,3.636041667,0.22,0.19317514
9,12,6,0.829516667,3.8508125,0.22,0.20336745
9,13,6,2.308983333,3.723375,0.22,0.214168734
9,14,6,1.987566667,3.300979167,0.22,0.220379918
9,15,6,1.24035,2.612270834,0.22,0.224255619
9,16,6,1.809183333,1.712583334,0.4,0.22746919
9,17,6,1.803183333,0.724770834,0.4,0.227703945
9,18,6,1.469383333,0.056666667,0.4,0.226069738
9,19,6,1.34825,0,0.4,0.229694529
9,20,6,1.085633333,0,0.4,0.227762762
9,21,6,1.199116667,0,0.22,0.217751568
9,22,6,0.772233333,0,0.22,0.201713808
9,23,6,0.714083333,0,0.22,0.191049869
9,24,6,0.762791667,0,0.22,0.187007892
9,1,7,0.730733333,0,0.22,0.180589056
9,2,7,0.756016667,0,0.22,0.175258381
9,3,7,0.742266667,0,0.22,0.173284395
9,4,7,0.746233333,0,0.22,0.176760849
9,5,7,0.754383333,0,0.22,0.18360652
9,6,7,1.2819,0.001104167,0.22,0.194291374
9,7,7,1.016766667,0.425708333,0.22,0.195256143
9,8,7,0.750683333,1.393791667,0.22,0.204040501
9,9,7,0.743016667,2.397520834,0.22,0.21529924
9,10,7,1.338916667,3.237770834,0.22,0.228226875
9,11,7,2.10045,3.7516875,0.22,0.241375782
9,12,7,0.90935,3.919770834,0.22,0.248467366
9,13,7,2.77845,3.831770834,0.22,0.252200973
9,14,7,1.5655,3.4441875,0.22,0.260134514
9,15,7,1.198433333,2.714729167,0.22,0.261463064
9,16,7,2.363716667,1.778166667,0.4,0.264197213
9,17,7,3.78045,0.762208334,0.4,0.264495298
9,18,7,3.949866667,0.056208333,0.4,0.265620446
9,19,7,4.829216667,0,0.4,0.260224075
9,20,7,3.884383333,0,0.4,0.259697311
9,21,7,2.238916667,0,0.22,0.247709487
9,22,7,1.595866667,0,0.22,0.232428497
9,23,7,2.1582,0,0.22,0.221587167
9,24,7,0.740216667,0,0.22,0.197961042
9,1,1,0.73055,0,0.22,0.191415395
9,2,1,0.73695,0,0.22,0.188922743
9,3,1,0.725183333,0,0.22,0.18916453
9,4,1,0.7345,0,0.22,0.191204006
9,5,1,0.88,0,0.22,0.193539226
9,6,1,1.778066667,0,0.22,0.212007528
9,7,1,1.646516667,0.419979167,0.22,0.215705961
9,8,1,0.552833333,1.3849375,0.22,0.21620396
9,9,1,0.5511,2.359166667,0.22,0.224536609
9,10,1,0.5343,3.1251875,0.22,0.231042348
9,11,1,0.56175,3.616229167,0.22,0.240685594
9,12,1,1.589283333,3.7829375,0.22,0.246504273
9,13,1,1.7225,3.702666667,0.22,0.248323043
9,14,1,1.313716667,3.301395834,0.22,0.248568887
9,15,1,0.54945,2.706625,0.22,0.250040126
9,16,1,0.537883333,1.740583334,0.54,0.251538995
9,17,1,0.552266667,0.771291667,0.54,0.253952329
9,18,1,2.983866667,0.0481875,0.54,0.252606669
9,19,1,3.593733333,0,0.54,0.246695328
9,20,1,4.338383333,0,0.54,0.246475896
9,21,1,4.624616667,0,0.22,0.239528912
9,22,1,3.845633333,0,0.22,0.230971737
9,23,1,1.972966667,0,0.22,0.226131655
9,24,1,1.476216667,0,0.22,0.194902979
9,1,2,0.700833333,0,0.22,0.190363916
9,2,2,0.688683333,0,0.22,0.190298164
9,3,2,0.691183333,0,0.22,0.187036477
9,4,2,0.673333333,0,0.22,0.183721163
9,5,2,2.143383333,0,0.22,0.189200521
9,6,2,0.9341,0,0.22,0.198036249
9,7,2,0.5716,0.402708333,0.22,0.199214747
9,8,2,0.72505,0.83625,0.22,0.196508435
9,9,2,0.596683333,1.219416667,0.22,0.203776109
9,10,2,0.532133333,2.367395834,0.22,0.2194408
9,11,2,0.584533333,2.928208334,0.22,0.231748151
9,12,2,0.514816667,3.869895834,0.22,0.234661796
9,13,2,0.5515,3.660666667,0.22,0.238889526
9,14,2,1.303366667,2.325166667,0.22,0.242280059
9,15,2,0.52075,1.8389375,0.22,0.241641448
9,16,2,1.6881,0.702375,0.54,0.245002442
9,17,2,3.437783333,0.4304375,0.54,0.245337431
9,18,2,1.407333333,0.048833333,0.54,0.243320409
9,19,2,4.925083333,0,0.54,0.240130259
9,20,2,3.924333333,0,0.54,0.23670379
9,21,2,3.570683333,0,0.22,0.228630896
9,22,2,3.339216667,0,0.22,0.203951535
9,23,2,3.27605,0,0.22,0.185546287
9,24,2,1.612683333,0,0.22,0.172130025
9,1,3,0.670833333,0,0.22,0.170257366
9,2,3,0.666466667,0,0.22,0.167224481
9,3,3,0.655683333,0,0.22,0.164760982
9,4,3,0.568716667,0,0.22,0.16537116
9,5,3,0.631666667,0,0.22,0.169279391
9,6,3,0.777933333,0,0.22,0.183169649
9,7,3,0.735316667,0.41275,0.22,0.189931033
9,8,3,0.725,1.4215,0.22,0.194220611
9,9,3,1.022666667,2.3659375,0.22,0.190352247
9,10,3,1.094933333,3.001083334,0.22,0.192178547
9,11,3,0.579266667,3.4508125,0.22,0.193276703
9,12,3,0.55945,2.734041667,0.22,0.191447828
9,13,3,2.429916667,2.5498125,0.22,0.191781613
9,14,3,2.170716667,1.809604167,0.22,0.192032439
9,15,3,1.795033333,2.3695625,0.22,0.195390374
9,16,3,1.918683333,1.151479167,0.54,0.200506836
9,17,3,1.995266667,0.100520833,0.54,0.202849919
9,18,3,0.9044,0.033645833,0.54,0.200811344
9,19,3,4.60865,0,0.54,0.198372401
9,20,3,1.7169,0,0.54,0.191425638
9,21,3,1.2303,0,0.22,0.184210441
9,22,3,0.6993,0,0.22,0.173020778
9,23,3,1.853716667,0,0.22,0.157566729
9,24,3,3.3506,0,0.22,0.133795521
9,1,4,0.7523,0,0.22,0.131322013
9,2,4,2.884166667,0,0.22,0.133699661
9,3,4,2.91225,0,0.22,0.134524344
9,4,4,1.213083333,0,0.22,0.140690526
9,5,4,0.932266667,0,0.22,0.146213114
9,6,4,0.982833333,0,0.22,0.156908447
9,7,4,0.584616667,0.4684375,0.22,0.157137693
9,8,4,0.559883333,1.548333334,0.22,0.158094309
9,9,4,0.582083333,2.555479167,0.22,0.153457989
9,10,4,0.570583333,3.287645834,0.22,0.152387754
9,11,4,0.63965,3.793229167,0.22,0.154599804
9,12,4,0.572816667,3.987125,0.22,0.156279664
9,13,4,0.563183333,3.9001875,0.22,0.156572987
9,14,4,0.5699,2.6540625,0.22,0.157783738
9,15,4,0.7243,2.585395834,0.22,0.156768638
9,16,4,3.1566,1.785979167,0.54,0.15244808
9,17,4,5.364966667,0.601291667,0.54,0.150645962
9,18,4,2.836,0.0389375,0.54,0.147623321
9,19,4,4.27705,0,0.54,0.151799986
9,20,4,4.181383333,0,0.54,0.142975069
9,21,4,3.117666667,0,0.22,0.133774688
9,22,4,0.688833333,0,0.22,0.130801354
9,23,4,2.559283333,0,0.22,0.124817616
9,24,4,0.69405,0,0.22,0.109205679
9,1,5,0.649016667,0,0.22,0.102815905
9,2,5,0.64715,0,0.22,0.102262453
9,3,5,0.674633333,0,0.22,0.098497915
9,4,5,1.87035,0,0.22,0.099725229
9,5,5,2.019033333,0,0.22,0.102391341
9,6,5,0.773316667,0,0.22,0.108137209
9,7,5,0.588333333,0.459375,0.22,0.112769861
9,8,5,0.596183333,1.554354167,0.22,0.120702966
9,9,5,0.610183333,2.57575,0.22,0.132283709
9,10,5,0.633516667,3.331041667,0.22,0.137341464
9,11,5,0.6053,3.810083334,0.22,0.139887438
9,12,5,0.610916667,3.992875,0.22,0.131408736
9,13,5,0.588116667,3.918979167,0.22,0.129271284
9,14,5,0.888166667,3.511520834,0.22,0.136098225
9,15,5,0.626083333,2.805979167,0.22,0.13802977
9,16,5,0.63145,1.849979167,0.54,0.143560885
9,17,5,0.6169,0.780875,0.54,0.147561695
9,18,5,3.817233333,0.040520833,0.54,0.150928461
9,19,5,3.399083333,0,0.54,0.160134975
9,20,5,1.7431,0,0.54,0.155632512
9,21,5,1.399766667,0,0.22,0.14269217
9,22,5,1.247116667,0,0.22,0.133619554
9,23,5,3.530366667,0,0.22,0.12968476
9,24,5,3.36695,0,0.21,0.108811202
10,1,6,0.693983333,0,0.21,0.100010198
10,2,6,0.671033333,0,0.21,0.097000437
10,3,6,0.6443,0,0.21,0.098060782
10,4,6,0.59415,0,0.21,0.100789283
10,5,6,1.26785,0,0.21,0.102349931
10,6,6,1.13105,0,0.21,0.104919465
10,7,6,1.572366667,0.478375,0.21,0.104486034
10,8,6,0.714483333,1.583770834,0.21,0.107035787
10,9,6,0.870383333,2.613895834,0.21,0.120509073
10,10,6,1.322766667,3.386354167,0.21,0.122986512
10,11,6,0.864683333,3.889875,0.21,0.124795786
10,12,6,2.485616667,4.087208334,0.21,0.126390792
10,13,6,2.547,4.0275625,0.21,0.127068605
10,14,6,1.800166667,3.624375,0.21,0.124577074
10,15,6,1.822233333,2.914833334,0.21,0.127770823
10,16,6,1.752866667,1.88853125,0.5,0.138424407
10,17,6,2.386816667,0.78325,0.5,0.14963489
10,18,6,2.828966667,0.038791667,0.5,0.150192578
10,19,6,6.385833301,0,0.5,0.153046631
10,20,6,3.958883333,0,0.5,0.1536263
10,21,6,1.583533333,0,0.21,0.147936979
10,22,6,0.674316667,0,0.21,0.127461027
10,23,6,0.652683333,0,0.21,0.119815632
10,24,6,2.195708333,0,0.21,0.110171279
10,1,7,0.696866667,0,0.21,0.105758564
10,2,7,1.721766667,0,0.21,0.106713609
10,3,7,2.043583333,0,0.21,0.110603041
10,4,7,0.668366667,0,0.21,0.11517981
10,5,7,0.714883333,0,0.21,0.128936793
10,6,7,0.577183333,0,0.21,0.142137195
10,7,7,0.54145,0.500395834,0.21,0.146358751
10,8,7,1.49955,1.621354167,0.21,0.154265272
10,9,7,2.958316667,2.67675,0.21,0.160387573
10,10,7,2.6288,3.4725625,0.21,0.157409381
10,11,7,1.913433333,3.98340625,0.21,0.152902032
10,12,7,2.2747,4.197916667,0.21,0.153989099
10,13,7,0.582,4.1000625,0.21,0.149550354
10,14,7,1.643116667,3.690666667,0.21,0.148318535
10,15,7,1.588266667,2.966645834,0.21,0.152167575
10,16,7,1.095183333,1.927395834,0.5,0.159286746
10,17,7,2.504716667,0.771833334,0.5,0.159999525
10,18,7,1.337716667,0.037541667,0.5,0.159438031
10,19,7,4.3722,0,0.5,0.163304499
10,20,7,3.698383333,0,0.5,0.164039578
10,21,7,2.301483333,0,0.21,0.149266817
10,22,7,1.4257,0,0.21,0.129105879
10,23,7,1.500716667,0,0.21,0.118029337
10,24,7,0.667166667,0,0.21,0.108696233
10,1,1,0.681566667,0,0.21,0.106916589
10,2,1,0.6551,0,0.21,0.104814843
10,3,1,0.751491667,0,0.21,0.105243913
10,4,1,0.9069,0,0.21,0.108032518
10,5,1,0.9327,0,0.21,0.120862985
10,6,1,0.890616667,0,0.21,0.140854615
10,7,1,0.480383333,0.435458333,0.21,0.149173823
10,8,1,0.4941,1.215083334,0.21,0.150973241
10,9,1,0.446416667,2.0705625,0.21,0.154984059
10,10,1,0.445033333,3.414083334,0.21,0.157704171
10,11,1,0.4793,3.931625,0.21,0.155754465
10,12,1,0.4332,4.078520834,0.21,0.156739195
10,13,1,0.4481,3.971708334,0.21,0.16185239
10,14,1,0.472333333,3.54925,0.21,0.162465212
10,15,1,0.4317,2.798229167,0.21,0.16431701
10,16,1,0.476366667,1.784354167,0.5,0.16799814
10,17,1,2.10055,0.673395834,0.5,0.170593711
10,18,1,0.80415,0.0285,0.5,0.172630889
10,19,1,2.244216667,0,0.5,0.175661711
10,20,1,2.18385,0,0.5,0.1682738
10,21,1,2.035066667,0,0.21,0.145709578
10,22,1,0.823133333,0,0.21,0.123494547
10,23,1,1.457033333,0,0.21,0.116634854
10,24,1,2.286116667,0,0.21,0.099618517
10,1,2,0.652566667,0,0.21,0.097011041
10,2,2,0.6702,0,0.21,0.097388042
10,3,2,0.627983333,0,0.21,0.097560299
10,4,2,0.65695,0,0.21,0.101034552
10,5,2,0.828233333,0,0.21,0.115509
10,6,2,0.888466667,0,0.21,0.137165387
10,7,2,0.74175,0.467375,0.21,0.143374592
10,8,2,0.884883333,1.557270834,0.21,0.152628766
10,9,2,0.515266667,2.5896875,0.21,0.158359532
10,10,2,0.4233,3.393229167,0.21,0.15759775
10,11,2,0.488433333,3.8796875,0.21,0.156532429
10,12,2,0.395183333,4.037166667,0.21,0.157589527
10,13,2,0.488666667,3.8998125,0.21,0.158586978
10,14,2,0.4217,3.419604167,0.21,0.15737094
10,15,2,0.45645,2.682625,0.21,0.160399727
10,16,2,0.64515,1.7081875,0.5,0.163851555
10,17,2,0.81315,0.632375,0.5,0.168334237
10,18,2,1.116183333,0.022833333,0.5,0.162991824
10,19,2,3.8212,0,0.5,0.163984887
10,20,2,1.463266667,0,0.5,0.16341175
10,21,2,1.02425,0,0.21,0.14970964
10,22,2,0.653283333,0,0.21,0.129396531
10,23,2,0.71455,0,0.21,0.126624938
10,24,2,0.649266667,0,0.21,0.122525556
10,1,3,1.02285,0,0.21,0.118493892
10,2,3,2.768816667,0,0.21,0.119144089
10,3,3,0.690233333,0,0.21,0.120099805
10,4,3,0.7603,0,0.21,0.121645725
10,5,3,1.144516667,0,0.21,0.134345401
10,6,3,0.973391667,0.0026875,0.21,0.154939209
10,7,3,0.50655,0.311822917,0.21,0.157822206
10,8,3,0.418533333,0.820604167,0.21,0.155938418
10,9,3,0.487683333,1.9089375,0.21,0.164198463
10,10,3,0.418216667,2.9383125,0.21,0.169832635
10,11,3,0.47985,3.723166667,0.21,0.172004639
10,12,3,0.42975,4.132958334,0.21,0.177044801
10,13,3,0.4601,3.9690625,0.21,0.180015781
10,14,3,0.439833333,3.455416667,0.21,0.179867016
10,15,3,0.45805,2.7728125,0.21,0.181702438
10,16,3,0.472566667,1.761083334,0.5,0.18641946
10,17,3,3.439933333,0.593291667,0.5,0.188667362
10,18,3,3.2835,0.0198125,0.5,0.187908764
10,19,3,1.561283333,0,0.5,0.187328914
10,20,3,1.4403,0,0.5,0.180904998
10,21,3,1.206383333,0,0.21,0.171032713
10,22,3,2.34825,0,0.21,0.143054235
10,23,3,2.3357,0,0.21,0.1404892
10,24,3,0.6642,0,0.21,0.13342054
10,1,4,0.715116667,0,0.21,0.119407263
10,2,4,0.675916667,0,0.21,0.114999463
10,3,4,0.710966667,0,0.21,0.115851353
10,4,4,1.280533333,0,0.21,0.120026952
10,5,4,1.091283333,0,0.21,0.128377361
10,6,4,0.674816667,0,0.21,0.151305933
10,7,4,0.440066667,0.446,0.21,0.160105186
10,8,4,0.437666667,1.578791667,0.21,0.166458823
10,9,4,0.4596,2.681604167,0.21,0.173365761
10,10,4,0.436866667,3.526791667,0.21,0.181246548
10,11,4,0.451933333,4.036979167,0.21,0.186858199
10,12,4,0.435233333,4.199666667,0.21,0.193019453
10,13,4,0.46395,4.020895834,0.21,0.198484456
10,14,4,0.442116667,3.574125,0.21,0.203041486
10,15,4,0.398066667,2.8109375,0.21,0.203301698
10,16,4,0.426483333,1.797,0.5,0.203509544
10,17,4,0.394116667,0.675333334,0.5,0.198510923
10,18,4,2.840233333,0.0205625,0.5,0.19497352
10,19,4,3.382933333,0,0.5,0.195494331
10,20,4,2.379783333,0,0.5,0.191217433
10,21,4,2.913816667,0,0.21,0.181395314
10,22,4,0.610116667,0,0.21,0.153167517
10,23,4,1.764883333,0,0.21,0.14376545
10,24,4,0.600466667,0,0.21,0.129478299
10,1,5,0.649416667,0,0.21,0.119142719
10,2,5,0.602266667,0,0.21,0.116125117
10,3,5,0.65605,0,0.21,0.114340275
10,4,5,0.603466667,0,0.21,0.110291044
10,5,5,0.640933333,0,0.21,0.113572298
10,6,5,0.746766667,0,0.21,0.119800724
10,7,5,0.891,0.408583333,0.21,0.121333022
10,8,5,0.735,1.6105,0.21,0.126689846
10,9,5,1.179683333,2.645979167,0.21,0.142349318
10,10,5,1.284066667,3.435125,0.21,0.152979799
10,11,5,3.561716667,3.780208334,0.21,0.156160992
10,12,5,1.110583333,3.876333334,0.21,0.158901038
10,13,5,0.822666667,3.613104167,0.21,0.158962845
10,14,5,0.535383333,2.975291667,0.21,0.16064593
10,15,5,0.62925,2.7085,0.21,0.163250527
10,16,5,0.54805,1.6916875,0.5,0.168920482
10,17,5,0.633783333,0.5708125,0.5,0.166471974
10,18,5,1.39115,0.018333333,0.5,0.160132857
10,19,5,1.111266667,0,0.5,0.160629928
10,20,5,1.51645,0,0.5,0.15077676
10,21,5,3.367216667,0,0.21,0.143447017
10,22,5,1.957483333,0,0.21,0.128314114
10,23,5,0.658933333,0,0.21,0.121776246
10,24,5,0.649241667,0,0.21,0.119126717
10,1,6,1.378866667,0,0.21,0.113639372
10,2,6,3.355266667,0,0.21,0.110507237
10,3,6,1.803516667,0,0.21,0.106299184
10,4,6,1.65035,0,0.21,0.105724456
10,5,6,0.667583333,0,0.21,0.106676469
10,6,6,0.974433333,0,0.21,0.118454025
10,7,6,1.361733333,0.304583333,0.21,0.121199816
10,8,6,1.5982,1.546416667,0.21,0.124782968
10,9,6,1.538133333,2.5750625,0.21,0.129774515
10,10,6,1.371966667,3.346145834,0.21,0.139113986
10,11,6,1.3893,3.806166667,0.21,0.151740076
10,12,6,0.706133333,3.9951875,0.21,0.158328165
10,13,6,0.532,3.867645834,0.21,0.166388863
10,14,6,0.535466667,3.441645834,0.21,0.164018067
10,15,6,0.525166667,2.736,0.21,0.168028234
10,16,6,0.548016667,1.738479167,0.5,0.180326518
10,17,6,0.52585,0.636875,0.5,0.189718841
10,18,6,1.71885,0.012375,0.5,0.190248788
10,19,6,0.943483333,0,0.5,0.192574901
10,20,6,2.176883333,0,0.5,0.186585473
10,21,6,3.824833333,0,0.21,0.174541504
10,22,6,3.34915,0,0.21,0.170984984
10,23,6,2.292033333,0,0.21,0.164296067
10,24,6,3.2606,0,0.21,0.153379128
10,1,7,0.6801,0,0.21,0.143429201
10,2,7,0.951316667,0,0.21,0.136767124
10,3,7,1.700666667,0,0.21,0.132589144
10,4,7,1.18025,0,0.21,0.135584266
10,5,7,0.954783333,0,0.21,0.143749185
10,6,7,0.679733333,0,0.21,0.164742197
10,7,7,1.467216667,0.4243125,0.21,0.166171785
10,8,7,1.3186,1.516291667,0.21,0.171794329
10,9,7,0.971033333,2.493708334,0.21,0.181750873
10,10,7,0.552966667,3.228354167,0.21,0.193524193
10,11,7,0.565116667,3.698145834,0.21,0.205824928
10,12,7,0.540416667,3.8973125,0.21,0.207701075
10,13,7,0.506216667,3.808625,0.21,0.208497824
10,14,7,0.529883333,3.382395834,0.21,0.211796429
10,15,7,0.73655,2.671604167,0.21,0.213324727
10,16,7,3.644583333,1.247791667,0.5,0.214842851
10,17,7,2.942033333,0.445958333,0.5,0.216167789
10,18,7,1.245383333,0.001083333,0.5,0.216537634
10,19,7,2.855783333,0,0.5,0.216357376
10,20,7,3.638883333,0,0.5,0.212058537
10,21,7,2.60455,0,0.21,0.207333418
10,22,7,1.65555,0,0.21,0.189667236
10,23,7,1.101183333,0,0.21,0.169731253
10,24,7,0.75355,0,0.21,0.162242334
10,1,1,0.7588,0,0.21,0.145902238
10,2,1,0.770266667,0,0.21,0.139544891
10,3,1,0.739083333,0,0.21,0.136741114
10,4,1,0.800683333,0,0.21,0.13610577
10,5,1,0.902333333,0,0.21,0.14825108
10,6,1,1.079433333,0,0.21,0.163500883
10,7,1,0.584316667,0.40075,0.21,0.167183854
10,8,1,0.560916667,1.471416667,0.21,0.175719711
10,9,1,0.607666667,2.483854167,0.21,0.185583274
10,10,1,0.553516667,3.268354167,0.21,0.199452852
10,11,1,0.611066667,3.743,0.21,0.201733658
10,12,1,0.692416667,3.914729167,0.21,0.208278613
10,13,1,0.990916667,3.727625,0.21,0.217221898
10,14,1,0.557733333,3.3445625,0.21,0.219983468
10,15,1,0.5269,2.647666667,0.21,0.221036553
10,16,1,0.569633333,1.441520834,0.5,0.21797997
10,17,1,0.522683333,0.5766875,0.5,0.220110294
10,18,1,2.258533333,0,0.5,0.220272611
10,19,1,2.01105,0,0.5,0.222971046
10,20,1,4.07125,0,0.5,0.217055247
10,21,1,3.733733333,0,0.21,0.196826966
10,22,1,3.389766667,0,0.21,0.173340914
10,23,1,2.762266667,0,0.21,0.158633628
10,24,1,1.639283333,0,0.21,0.144940473
10,1,2,0.780183333,0,0.21,0.138565449
10,2,2,0.806033333,0,0.21,0.137555595
10,3,2,0.8786,0,0.21,0.136458076
10,4,2,1.406116667,0,0.21,0.137269248
10,5,2,0.932383333,0,0.21,0.142793303
10,6,2,0.90475,0,0.21,0.152768894
10,7,2,0.624983333,0.396854167,0.21,0.156396121
10,8,2,0.441333333,1.4700625,0.21,0.169246086
10,9,2,0.4694,2.4843125,0.21,0.173645089
10,10,2,0.433033333,3.277916667,0.21,0.178139593
10,11,2,0.449783333,3.762979167,0.21,0.180867166
10,12,2,0.443533333,3.957020834,0.21,0.18324487
10,13,2,0.4738,3.843083334,0.21,0.189326516
10,14,2,0.450283333,3.437583334,0.21,0.191224146
10,15,2,0.451683333,2.661958334,0.21,0.191547577
10,16,2,0.452433333,1.6226875,0.5,0.192427408
10,17,2,0.573016667,0.53625,0.5,0.19331603
10,18,2,1.746066667,0.010104167,0.5,0.189453106
10,19,2,3.55425,0,0.5,0.189925413
10,20,2,1.63325,0,0.5,0.183100423
10,21,2,1.377133333,0,0.21,0.16384091
10,22,2,3.2133,0,0.21,0.142706151
10,23,2,3.301633333,0,0.21,0.122944334
10,24,2,0.935683333,0,0.21,0.10552628
10,1,3,0.659333333,0,0.21,0.100201571
10,2,3,0.730216667,0,0.21,0.101944179
10,3,3,0.65815,0,0.21,0.099927897
10,4,3,0.701233333,0,0.21,0.099338323
10,5,3,0.7516,0,0.21,0.10887078
10,6,3,0.826216667,0,0.21,0.123151377
10,7,3,0.474083333,0.165416667,0.21,0.138349007
10,8,3,0.430316667,0.487770833,0.21,0.143408396
10,9,3,0.480316667,0.913208334,0.21,0.147231426
10,10,3,0.414783333,1.371104167,0.21,0.1508447
10,11,3,0.455966667,1.304166667,0.21,0.146387447
10,12,3,0.418833333,3.558291667,0.21,0.139839252
10,13,3,0.47145,3.824270834,0.21,0.142701638
